	example_idx	FW_iter	gap_FW	success	first_success	target	pred	stop_cond	adv_target	stepsize	l_inf	mdlLoss	targeted_success	rule
0	0	1	2.548006296157837	False	False	9	9		8	1.0	0.005000025033950806	15.079809188842773	False	amjo
1	0	2	1.3224313259124756	False	False	9	9		8	0.5	0.005000054836273193	6.906051158905029	False	amjo
2	0	3	0.8292704820632935	False	False	9	9		8	1.0	0.005000025033950806	5.704019546508789	False	amjo
3	0	4	1.413254737854004	False	False	9	9		8	0.5	0.005000054836273193	3.727870225906372	False	amjo
4	0	5	0.8645637035369873	False	False	9	9		8	0.5	0.005000054836273193	3.3713908195495605	False	amjo
5	0	6	0.6708601117134094	False	False	9	9		8	0.5	0.005000054836273193	2.6377618312835693	False	amjo
6	0	7	0.6049262285232544	False	False	9	9		8	0.5	0.005000054836273193	2.2124133110046387	False	amjo
7	0	8	0.5212658643722534	False	False	9	9		8	0.25	0.005000054836273193	1.826193928718567	False	amjo
8	0	9	0.3075868487358093	False	False	9	9		8	0.5	0.005000054836273193	1.5514037609100342	False	amjo
9	0	10	0.4107919931411743	False	False	9	9		8	0.25	0.005000054836273193	1.317500352859497	False	amjo
10	0	11	0.2595178186893463	False	False	9	9		8	0.25	0.005000054836273193	1.1975661516189575	False	amjo
11	0	12	0.2297455072402954	False	False	9	9		8	0.5	0.005000054836273193	1.138855218887329	False	amjo
12	0	13	0.2994697391986847	False	False	9	9		8	0.25	0.005000054836273193	1.0234994888305664	False	amjo
13	0	14	0.2070300430059433	True	True	9	8		8	0.25	0.005000054836273193	0.9413937926292419	True	amjo
14	0	15	0.17023617029190063	True	False	9	8		8	0.25	0.005000054836273193	0.8893970847129822	True	amjo
15	0	16	0.1502441167831421	True	False	9	8		8	0.25	0.005000054836273193	0.8193362951278687	True	amjo
16	0	17	0.15152445435523987	True	False	9	8		8	0.25	0.005000054836273193	0.7730832695960999	True	amjo
17	0	18	0.17573529481887817	True	False	9	8		8	0.125	0.005000054836273193	0.7576417326927185	True	amjo
18	0	19	0.12426891922950745	True	False	9	8		8	0.25	0.005000054836273193	0.7312048673629761	True	amjo
19	0	20	0.1274956911802292	True	False	9	8	max_iter	8	0.125	0.005000054836273193	0.6988140344619751	True	amjo
20	1	1	2.1405482292175293	False	False	6	6		8	1.0	0.005000025033950806	16.2896728515625	False	amjo
21	1	2	0.6428070664405823	False	False	6	6		8	1.0	0.005000025033950806	9.020387649536133	False	amjo
22	1	3	1.051072120666504	False	False	6	6		8	0.5	0.005000025033950806	8.855984687805176	False	amjo
23	1	4	0.40823838114738464	False	False	6	6		8	1.0	0.005000025033950806	7.935016632080078	False	amjo
24	1	5	0.5863233804702759	False	False	6	6		8	0.5	0.005000025033950806	7.38041353225708	False	amjo
25	1	6	0.33980298042297363	False	False	6	6		8	0.5	0.005000025033950806	7.076563358306885	False	amjo
26	1	7	0.3769083023071289	False	False	6	6		8	0.25	0.005000025033950806	6.957414150238037	False	amjo
27	1	8	0.23528777062892914	False	False	6	6		8	0.5	0.005000025033950806	6.784380912780762	False	amjo
28	1	9	0.2969368100166321	False	False	6	6		8	0.25	0.005000025033950806	6.6205549240112305	False	amjo
29	1	10	0.19031661748886108	False	False	6	6		8	0.25	0.005000025033950806	6.514801502227783	False	amjo
30	1	11	0.16845625638961792	False	False	6	6		8	0.25	0.005000025033950806	6.40618896484375	False	amjo
31	1	12	0.170730322599411	False	False	6	6		8	0.125	0.005000025033950806	6.376682281494141	False	amjo
32	1	13	0.12072626501321793	False	False	6	6		8	0.25	0.005000025033950806	6.327363967895508	False	amjo
33	1	14	0.14820820093154907	False	False	6	6		8	0.125	0.005000025033950806	6.2769575119018555	False	amjo
34	1	15	0.1427503228187561	False	False	6	6		8	0.125	0.005000025033950806	6.260329723358154	False	amjo
35	1	16	0.12375523895025253	False	False	6	6		8	0.125	0.005000025033950806	6.250606536865234	False	amjo
36	1	17	0.13585174083709717	False	False	6	6		8	0.0625	0.005000025033950806	6.235538482666016	False	amjo
37	1	18	0.09953340142965317	False	False	6	6	gap	8	0.125	0.005000025033950806	6.2205328941345215	False	amjo
38	2	1	2.181245803833008	False	False	0	0		8	1.0	0.005000025033950806	14.61716079711914	False	amjo
39	2	2	2.789979934692383	False	False	0	0		8	0.5	0.005000054836273193	10.714217185974121	False	amjo
40	2	3	1.3526110649108887	False	False	0	0		8	0.5	0.005000054836273193	7.817534446716309	False	amjo
41	2	4	1.2556225061416626	False	False	0	0		8	0.5	0.005000054836273193	6.406994819641113	False	amjo
42	2	5	1.0995922088623047	False	False	0	0		8	0.5	0.005000054836273193	5.572869300842285	False	amjo
43	2	6	1.0305814743041992	False	False	0	0		8	0.25	0.005000054836273193	4.998133659362793	False	amjo
44	2	7	0.6423924565315247	False	False	0	0		8	0.5	0.005000054836273193	4.5680928230285645	False	amjo
45	2	8	1.0311343669891357	False	False	0	0		8	0.25	0.005000054836273193	4.405616283416748	False	amjo
46	2	9	0.5849897265434265	False	False	0	0		8	0.25	0.005000054836273193	4.122848033905029	False	amjo
47	2	10	0.5135040879249573	False	False	0	0		8	0.125	0.005000054836273193	3.8663477897644043	False	amjo
48	2	11	0.3740856647491455	False	False	0	0		8	0.25	0.005000054836273193	3.7239630222320557	False	amjo
49	2	12	0.5682153105735779	False	False	0	0		8	0.125	0.005000054836273193	3.699349880218506	False	amjo
50	2	13	0.34783244132995605	False	False	0	0		8	0.125	0.005000054836273193	3.5363988876342773	False	amjo
51	2	14	0.36297374963760376	False	False	0	0		8	0.125	0.005000054836273193	3.475328207015991	False	amjo
