epsilon,attack_type,norm_type,targeted,step_rule,accuracy,total_queries,avg_queries,cpu_time,gap_FW,gap_AS
0.3,fw_away,1,False,ls,0.09,2002,1001.74,0.1612421875,-0.0027584817726165056,0.0027584817726165056
0.3,fw_away,2,True,lipschitz_mnist,0.95,2002,1001.74,0.011265625,3.310309886932373,-1.9978244304656982
0.3,fw_away,2,True,decay,0.92,2002,1001.74,0.0133203125,2.2251925468444824,-1.0923829078674316
0.3,fw_away,2,True,amjo,0.94,2002,1001.74,0.017921875,3.310309886932373,-1.9978244304656982
0.3,fw_away,2,True,ls,0.95,2002,1001.74,0.1444453125,3.310309886932373,-1.9978244304656982
0.3,fw_away,2,False,lipschitz_mnist,0.84,2002,1001.74,0.01184375,2.7691428661346436,-1.359159231185913
0.3,fw_away,2,False,decay,0.71,2002,1001.74,0.013125,1.0989694595336914,-0.2742200791835785
0.3,fw_away,2,False,amjo,0.74,2002,1001.74,0.0197265625,2.7691428661346436,-1.359159231185913
0.3,fw_away,2,False,ls,0.78,2002,1001.74,0.155015625,2.7691428661346436,-1.359159231185913
0.3,fw_pair,-1,True,lipschitz_mnist,0.45,1321,661.2547384382108,0.010377179681576951,14.950769424438477,-1.3760961294174194
0.3,fw_pair,-1,True,decay,0.04,891,446.21822272215974,0.011318897637795276,0.0669490322470665,-0.0013132954481989145
0.3,fw_pair,-1,True,amjo,0.05,911,456.22222222222223,0.02277571507150715,0.09077829122543335,0.0008896280778571963
0.3,fw_pair,-1,True,ls,0.03,925,463.20260021668474,0.13788258396533046,0.08533499389886856,0.001559216296300292
0.3,fw_pair,-1,False,lipschitz_mnist,0.03,394,197.71938775510205,0.011559311224489796,3.631777144619264e-05,-8.756922397878952e-06
0.3,fw_pair,-1,False,decay,0.0,418,209.69951923076923,0.011643629807692308,0.0005285840597935021,2.9947626899229363e-05
0.3,fw_pair,-1,False,amjo,0.02,424,212.68009478672985,0.02095675355450237,0.04841208830475807,0.010740499012172222
0.3,fw_pair,-1,False,ls,0.01,380,190.68253968253967,0.15298445767195767,0.014404046349227428,0.0008096287492662668
0.3,fw_pair,1,True,lipschitz_mnist,0.09,202,101.74,0.00953125,-0.010199062526226044,0.0
0.3,fw_pair,1,True,decay,0.09,202,101.74,0.010859375,-0.010199062526226044,0.0
0.3,fw_pair,1,True,amjo,0.09,202,101.74,0.0271875,-0.010199062526226044,0.0
0.3,fw_pair,1,True,ls,0.23,203,102.24378109452736,0.14731032338308458,-0.018321136012673378,0.01519225537776947
0.3,fw_pair,1,False,lipschitz_mnist,0.09,202,101.74,0.011328125,-0.0008913769270293415,-0.00032300883322022855
0.3,fw_pair,1,False,decay,0.09,202,101.74,0.009453125,-0.0008913769270293415,-0.00032300883322022855
0.3,fw_pair,1,False,amjo,0.09,202,101.74,0.020546875,-0.0008913769270293415,-0.00032300883322022855
0.3,fw_pair,1,False,ls,0.09,202,101.74,0.15296875,-0.0008913769270293415,-0.00032300883322022855
0.3,fw_pair,2,True,lipschitz_mnist,0.95,2002,1001.74,0.0104453125,3.310309886932373,-1.9978243112564087
0.3,fw_pair,2,True,decay,0.93,2002,1001.74,0.01109375,2.0952775478363037,-1.915645718574524
0.3,fw_pair,2,True,amjo,0.92,2002,1001.74,0.018796875,2.021158218383789,-1.7892688512802124
0.3,fw_pair,2,True,ls,0.92,2002,1001.74,0.1387109375,2.0687923431396484,-1.7679203748703003
0.3,fw_pair,2,False,lipschitz_mnist,0.84,1851,926.2482422931314,0.0113236884802596,2.7691426277160645,-1.3591593503952026
0.3,fw_pair,2,False,decay,0.71,1794,897.7421875,0.0115966796875,1.1147537231445312,-1.0242167711257935
0.3,fw_pair,2,False,amjo,0.7,1793,897.2412060301508,0.019411292573981016,1.0541508197784424,-0.9755592346191406
0.3,fw_pair,2,False,ls,0.71,1797,899.2434540389972,0.15124477715877438,1.0231014490127563,-0.9234603047370911
